"year","Mortality.x","Mortality.y","Mortality.x.x","Mortality.y.y","ISO"
2009,31.6,27.8,17.7,80,"KGZ"
2010,29.5,26.1,16.9,79,"KGZ"
2011,27.7,24.5,16.3,79,"KGZ"
2012,26.1,23.2,15.9,74,"KGZ"
2013,24.7,22,15.5,70,"KGZ"
2014,23.5,20.9,15.1,69,"KGZ"
2015,22.3,19.9,14.6,66,"KGZ"
2016,21.2,18.9,14,63,"KGZ"
2017,20.1,18,13.4,60,"KGZ"
2018,19.2,17.1,12.8,NA,"KGZ"
2019,18.3,16.4,12.2,NA,"KGZ"
2000,106.3,79.2,35.2,488,"KHM"
2001,96.6,73.4,33.4,456,"KHM"
2002,86.7,67.3,31.5,430,"KHM"
2003,78,61.8,29.7,404,"KHM"
2004,70.7,56.9,28.2,378,"KHM"
2005,64.7,52.8,26.8,351,"KHM"
2006,59.7,49.3,25.6,326,"KHM"
2007,55.4,46.2,24.5,303,"KHM"
2008,51.3,43.2,23.5,284,"KHM"
2009,47.5,40.2,22.4,265,"KHM"
2010,43.8,37.3,21.3,248,"KHM"
2011,40.5,34.6,20.3,232,"KHM"
2012,37.7,32.3,19.3,215,"KHM"
2013,35.3,30.3,18.3,202,"KHM"
2014,33.4,28.7,17.2,189,"KHM"
2015,31.8,27.3,16.4,178,"KHM"
2016,30.3,26,15.6,168,"KHM"
2017,29,24.9,14.9,160,"KHM"
2018,27.7,23.8,14.3,NA,"KHM"
2019,26.6,22.9,13.8,NA,"KHM"
2000,68.1,51.7,28,136,"KIR"
2001,66.6,50.7,27.4,131,"KIR"
2002,65.5,50,26.9,127,"KIR"
2003,64.8,49.5,26.5,124,"KIR"
2004,64.6,49.4,26.2,121,"KIR"
2005,64.7,49.4,26,119,"KIR"
2006,65.1,49.7,25.8,117,"KIR"
2007,65.5,50,25.8,115,"KIR"
2008,65.6,50,25.7,115,"KIR"
2009,65.2,49.8,25.6,113,"KIR"
2010,64.4,49.3,25.4,112,"KIR"
2011,63.3,48.6,25.2,110,"KIR"
2012,62.1,47.8,24.8,107,"KIR"
2013,60.8,46.8,24.4,104,"KIR"
2014,59.2,45.8,24,100,"KIR"
2015,57.6,44.7,23.6,97,"KIR"
2016,56,43.6,23.2,94,"KIR"
2017,54.5,42.6,22.8,92,"KIR"
2018,52.8,41.4,22.3,NA,"KIR"
2019,51.2,40.3,21.9,NA,"KIR"
2000,23.8,19.8,16.6,NA,"KNA"
2001,22.7,18.9,16,NA,"KNA"
2002,21.6,18,15.3,NA,"KNA"
2003,20.6,17.2,14.6,NA,"KNA"
2004,19.8,16.5,13.9,NA,"KNA"
2005,19.1,15.9,13.3,NA,"KNA"
2006,18.6,15.5,12.8,NA,"KNA"
2007,18.1,15.2,12.4,NA,"KNA"
2008,17.9,14.9,12.1,NA,"KNA"
2009,17.7,14.7,11.8,NA,"KNA"
2010,17.5,14.6,11.7,NA,"KNA"
2011,17.4,14.5,11.6,NA,"KNA"
2012,17.4,14.5,11.5,NA,"KNA"
2013,17.3,14.5,11.5,NA,"KNA"
2014,17.2,14.3,11.4,NA,"KNA"
2015,16.9,14.1,11.2,NA,"KNA"
2016,16.6,13.9,11.1,NA,"KNA"
2017,16.2,13.6,10.8,NA,"KNA"
2018,15.8,13.3,10.6,NA,"KNA"
2019,15.4,12.9,10.3,NA,"KNA"
2000,7.5,6.5,3.4,17,"KOR"
2001,7.1,6.1,3.2,15,"KOR"
2002,6.8,5.8,3,15,"KOR"
2003,6.4,5.5,2.8,16,"KOR"
2004,6,5.1,2.6,15,"KOR"
2005,5.6,4.8,2.4,15,"KOR"
2006,5.2,4.4,2.2,14,"KOR"
2007,4.8,4.1,2,15,"KOR"
2008,4.5,3.9,1.9,15,"KOR"
2009,4.3,3.7,1.8,16,"KOR"
2010,4.1,3.5,1.8,15,"KOR"
2011,4,3.4,1.7,14,"KOR"
2012,3.8,3.3,1.7,13,"KOR"
2013,3.7,3.2,1.7,13,"KOR"
2014,3.6,3.1,1.7,12,"KOR"
2015,3.5,3,1.6,12,"KOR"
2016,3.4,2.9,1.6,11,"KOR"
2017,3.3,2.8,1.6,11,"KOR"
2018,3.2,2.8,1.5,NA,"KOR"
2019,3.1,2.7,1.5,NA,"KOR"
2000,12.4,10.7,6.6,10,"KWT"
2001,12.2,10.5,6.4,10,"KWT"
2002,12,10.3,6.2,10,"KWT"
2003,11.8,10.1,6.1,10,"KWT"
2004,11.6,10,5.9,10,"KWT"
2005,11.4,9.8,5.8,10,"KWT"
2006,11.2,9.7,5.8,10,"KWT"
2007,11.1,9.5,5.7,10,"KWT"
2008,10.9,9.4,5.7,10,"KWT"
2009,10.7,9.2,5.6,10,"KWT"
2010,10.4,8.9,5.5,10,"KWT"
2011,10,8.5,5.3,10,"KWT"
2012,9.6,8.2,5.2,11,"KWT"
2013,9.2,7.9,5.1,11,"KWT"
2014,8.9,7.7,5,11,"KWT"
2015,8.8,7.5,4.9,11,"KWT"
2016,8.7,7.4,4.9,12,"KWT"
2017,8.7,7.4,4.9,12,"KWT"
2018,8.7,7.5,4.9,NA,"KWT"
2019,8.8,7.5,4.9,NA,"KWT"
2000,34.53067239,28.63435139,16.76799453,97,NA
2001,32.80268569,27.25693197,16.0413878,95,NA
2002,31.20068476,26.00031568,15.3129255,94,NA
2003,29.69417971,24.79285677,14.59482592,93,NA
2004,28.28447652,23.68366428,13.92541641,94,NA
2005,26.9916709,22.63954475,13.35081711,91,NA
2006,25.81006924,21.69189635,12.84173723,90,NA
2007,24.72318883,20.81846243,12.43150733,89,NA
2008,23.72571791,19.9930942,12.04682951,88,NA
2009,22.78717149,19.24255999,11.66862175,88,NA
2010,25.44522014,19.77104324,11.39227783,85,NA
2011,21.13768814,17.88867278,11.03425255,82,NA
2012,20.38367184,17.27467847,10.73107879,80,NA
2013,19.71268778,16.71357922,10.43493838,79,NA
2014,19.11072956,16.21537858,10.12184611,78,NA
2015,18.50205495,15.70435347,9.892097669,77,NA
2016,18.30180177,15.5991091,9.94600737,75,NA
2017,17.48914957,14.86857569,9.643580086,73,NA
2018,16.97947739,14.4621161,9.499187663,NA,NA
2019,16.4681102,14.04537177,9.207410123,NA,NA
2000,107.2,76.5,38.2,544,"LAO"
2001,103.1,73.9,37.3,517,"LAO"
2002,98.9,71.3,36.4,491,"LAO"
2003,94.8,68.7,35.5,465,"LAO"
2004,90.8,66.1,34.6,437,"LAO"
2005,86.8,63.6,33.6,410,"LAO"
2006,82.9,61.1,32.7,385,"LAO"
2007,79.1,58.7,31.7,360,"LAO"
2008,75.4,56.3,30.7,336,"LAO"
2009,71.7,54,29.8,314,"LAO"
2010,68.3,51.8,28.9,292,"LAO"
2011,65.1,49.7,28,272,"LAO"
2012,61.9,47.6,27.2,254,"LAO"
2013,59,45.7,26.3,238,"LAO"
2014,56.3,43.8,25.5,223,"LAO"
2015,53.8,42.1,24.8,209,"LAO"
2016,51.5,40.5,24.1,196,"LAO"
2017,49.4,39.1,23.5,185,"LAO"
2018,47.5,37.8,22.8,NA,"LAO"
2019,45.7,36.5,22.2,NA,"LAO"
2000,19.9,17,11.7,28,"LBN"
2001,18.7,16,10.9,27,"LBN"
2002,17.5,15.1,10.2,26,"LBN"
2003,16.4,14.1,9.6,25,"LBN"
2004,15.2,13.1,8.9,24,"LBN"
2005,14.1,12.1,8.2,24,"LBN"
2006,13,11.2,7.6,24,"LBN"
2007,12.1,10.4,7,23,"LBN"
2008,11.4,9.8,6.6,23,"LBN"
2009,10.7,9.2,6.2,23,"LBN"
2010,10.2,8.7,5.9,23,"LBN"
2011,9.7,8.3,5.6,25,"LBN"
2012,9.3,8,5.4,25,"LBN"
2013,9,7.7,5.2,27,"LBN"
2014,8.6,7.4,5,28,"LBN"
2015,8.3,7.1,4.8,29,"LBN"
2016,8,6.8,4.6,29,"LBN"
2017,7.7,6.6,4.4,29,"LBN"
2018,7.4,6.4,4.3,NA,"LBN"
2019,7.2,6.2,4.1,NA,"LBN"
2000,189.7,127.9,48.1,894,"LBR"
2001,176.6,119.7,46,913,"LBR"
2002,163.7,111.9,43.9,1010,"LBR"
2003,151.3,104.3,41.9,878,"LBR"
2004,139.8,97.2,40,837,"LBR"
2005,129.6,90.7,38.4,816,"LBR"
2006,121,85.3,36.9,782,"LBR"
2007,114,80.8,35.6,754,"LBR"
2008,108.2,77.2,34.5,738,"LBR"
2009,103.6,74.2,33.5,724,"LBR"
2010,99.8,71.8,32.9,708,"LBR"
2011,96.7,69.9,32.5,694,"LBR"
2012,94.2,68.3,32.3,683,"LBR"
2013,92,66.9,32.3,674,"LBR"
2014,92.1,66,32.3,688,"LBR"
2015,88.3,64.4,32.2,691,"LBR"
2016,86.1,63.1,32,661,"LBR"
2017,84.3,62,31.8,661,"LBR"
2018,82.5,60.8,31.4,NA,"LBR"
2019,80.4,59.5,31.1,NA,"LBR"
2000,28.1,24.1,15.1,70,"LBY"
2001,27.3,23.4,14.7,68,"LBY"
2002,26.5,22.7,14.3,66,"LBY"
2003,25.5,21.9,13.8,64,"LBY"
2004,24.4,21,13.2,61,"LBY"
2005,23.1,19.8,12.5,57,"LBY"
2006,21.7,18.6,11.7,55,"LBY"
2007,20.2,17.3,10.9,53,"LBY"
2008,18.8,16.1,10.1,52,"LBY"
2009,17.6,15.1,9.5,53,"LBY"
2010,16.6,14.2,9,53,"LBY"
2011,19.4,14.9,8.6,56,"LBY"
2012,15,12.9,8.1,55,"LBY"
2013,14.4,12.3,7.7,58,"LBY"
2014,13.8,11.8,7.4,63,"LBY"
2015,13.3,11.4,7.1,70,"LBY"
2016,12.8,11,6.9,73,"LBY"
2017,12.3,10.6,6.6,72,"LBY"
2018,11.9,10.2,6.4,NA,"LBY"
2019,11.5,9.9,6.2,NA,"LBY"
2000,18.4,15.6,11.4,86,"LCA"
2001,18.3,15.6,11.6,86,"LCA"
2002,18.2,15.6,11.8,90,"LCA"
2003,18.3,15.7,12,92,"LCA"
2004,18.3,15.8,12.2,89,"LCA"
2005,18.4,16,12.3,83,"LCA"
2006,18.6,16.1,12.3,82,"LCA"
2007,18.8,16.4,12.4,87,"LCA"
2008,19,16.6,12.5,93,"LCA"
2009,19.3,16.9,12.6,100,"LCA"
2010,19.7,17.3,12.7,109,"LCA"
2011,20,17.7,12.8,116,"LCA"
2012,20.4,18.1,12.8,116,"LCA"
2013,20.9,18.5,12.7,108,"LCA"
2014,21.4,19,12.6,104,"LCA"
2015,21.9,19.5,12.4,115,"LCA"
2016,22.4,20,12.4,117,"LCA"
2017,23,20.6,12.4,117,"LCA"
2018,23.5,21.1,12.5,NA,"LCA"
2019,24,21.6,12.7,NA,"LCA"
2000,33.2,27.5,16.2,96,NA
2001,31.6,26.3,15.5,94,NA
2002,30,25.1,14.8,94,NA
2003,28.6,23.9,14.1,93,NA
2004,27.3,22.9,13.5,93,NA
2005,26,21.9,13,90,NA
2006,24.9,21,12.5,89,NA
2007,23.9,20.1,12.1,88,NA
2008,22.9,19.3,11.8,87,NA
2009,22.1,18.6,11.4,87,NA
2010,24.7,19.1,11.2,85,NA
2011,20.5,17.4,10.9,82,NA
2012,19.9,16.9,10.6,80,NA
2013,19.3,16.4,10.3,79,NA
2014,18.7,15.9,10.1,78,NA
2015,18.3,15.5,10,77,NA
2016,18.3,15.6,10.1,76,NA
2017,17.5,14.9,9.8,74,NA
2018,17.1,14.6,9.6,NA,NA
2019,16.6,14.2,9.4,NA,NA
2000,135.4934107,85.24020111,41.9771002,763,NA
2001,130.2092565,82.25743071,40.85402158,738,NA
2002,124.7986358,79.21156815,39.71809512,719,NA
2003,119.4523993,76.22242605,38.61966147,695,NA
2004,114.2164469,73.30743938,37.55529365,668,NA
2005,109.2324478,70.5457306,36.54014045,635,NA
2006,104.4702532,67.94206388,35.58180747,607,NA
2007,99.91922375,65.42056324,34.62179809,581,NA
2008,96.69395234,63.52472129,33.74510311,560,NA
2009,91.48490983,60.90429846,32.87871954,540,NA
2010,88.87322133,59.32133673,32.072774,520,NA
2011,84.10788726,56.88961096,31.25891538,502,NA
2012,80.69517945,55.01304124,30.49523595,486,NA
2013,77.47061506,53.2748121,29.74980531,471,NA
2014,74.59981384,51.69869798,29.03046863,459,NA
2015,72.0240888,50.25013479,28.31983796,442,NA
2016,69.31512935,48.76611812,27.632981,427,NA
2017,66.95231094,47.32042009,26.96018427,415,NA
2018,64.77646252,46.01501889,26.29520215,NA,NA
2019,62.67344302,44.77142153,25.67307445,NA,NA
2000,145.2,89.2,41.8,845,NA
2001,139.6,86.2,40.8,817,NA
2002,133.8,83.1,39.8,796,NA
2003,128.1,80,38.8,770,NA
2004,122.5,77,37.9,738,NA
2005,117.2,74.2,36.9,700,NA
2006,112.2,71.5,36.1,668,NA
2007,107.4,69,35.2,638,NA
2008,102.8,66.6,34.4,613,NA
2009,98.5,64.4,33.6,590,NA
2010,94.6,62.5,32.8,567,NA
2011,90.8,60.4,32.1,547,NA
2012,87.7,58.7,31.4,529,NA
2013,84.5,57.1,30.7,513,NA
2014,81.6,55.5,30,501,NA
2015,78.7,53.9,29.4,482,NA
2016,75.7,52.4,28.8,467,NA
2017,72.8,50.8,28.2,453,NA
2018,70.5,49.5,27.5,NA,NA
2019,68.2,48.2,27,NA,NA
2000,NA,NA,NA,NA,"LIE"
2001,NA,NA,NA,NA,"LIE"
2002,NA,NA,NA,NA,"LIE"
2003,NA,NA,NA,NA,"LIE"
2004,NA,NA,NA,NA,"LIE"
2005,NA,NA,NA,NA,"LIE"
2006,NA,NA,NA,NA,"LIE"
2007,NA,NA,NA,NA,"LIE"
2008,NA,NA,NA,NA,"LIE"
2009,NA,NA,NA,NA,"LIE"
2010,NA,NA,NA,NA,"LIE"
2011,NA,NA,NA,NA,"LIE"
2012,NA,NA,NA,NA,"LIE"
2013,NA,NA,NA,NA,"LIE"
2014,NA,NA,NA,NA,"LIE"
2015,NA,NA,NA,NA,"LIE"
2016,NA,NA,NA,NA,"LIE"
2017,NA,NA,NA,NA,"LIE"
2018,NA,NA,NA,NA,"LIE"
2019,NA,NA,NA,NA,"LIE"
2000,16.5,14.2,9.7,56,"LKA"
2001,16,13.7,9.1,53,"LKA"
2002,15.5,13.4,8.5,50,"LKA"
2003,15.1,13,7.9,50,"LKA"
2004,28.9,17.7,7.6,48,"LKA"
2005,14.2,12.2,7,45,"LKA"
2006,13.5,11.6,6.9,47,"LKA"
2007,12.8,11,6.9,43,"LKA"
2008,12.2,10.5,6.8,42,"LKA"
2009,21.3,13.9,6.8,41,"LKA"
2010,11.4,9.8,6.4,38,"LKA"
2011,10.9,9.4,6.3,38,"LKA"
2012,10.4,8.9,6.1,37,"LKA"
2013,9.8,8.4,5.9,37,"LKA"
2014,9.3,7.9,5.5,36,"LKA"
2015,8.7,7.5,5.1,36,"LKA"
2016,8.2,7.1,4.8,36,"LKA"
2017,7.8,6.7,4.6,36,"LKA"
2018,7.5,6.4,4.4,NA,"LKA"
2019,7.2,6.2,4.2,NA,"LKA"
2000,93.2,65.4,38.9,422,NA
2001,89.8,63.3,37.8,412,NA
2002,86.5,61.2,36.7,401,NA
2003,83.3,59.2,35.6,388,NA
2004,80.6,57.3,34.5,375,NA
2005,77.1,55.2,33.6,359,NA
2006,74.1,53.4,32.6,344,NA
2007,71.3,51.6,31.8,331,NA
2008,69,50,30.9,320,NA
2009,65.9,48.1,30,310,NA
2010,63.9,46.6,29.1,301,NA
2011,61,44.9,28.3,292,NA
2012,58.7,43.4,27.5,284,NA
2013,56.7,42,26.7,276,NA
2014,54.7,40.7,25.9,270,NA
2015,52.9,39.5,25.2,264,NA
2016,51.2,38.3,24.6,257,NA
2017,49.5,37.1,23.9,253,NA
2018,47.9,36,23.2,NA,NA
2019,46.4,34.9,22.5,NA,NA
2000,83.45614185,57.96637283,33.36023506,379,NA
2001,80.50564151,56.03694978,32.35453834,371,NA
2002,77.481278,54.06598868,31.32604785,363,NA
2003,74.49600108,52.15183055,30.31363536,354,NA
2004,71.86707167,50.3639507,29.30561946,342,NA
2005,68.71825905,48.41730032,28.37756504,328,NA
2006,65.9658393,46.66697594,27.46054467,315,NA
2007,63.29717149,44.95764464,26.602416,303,NA
2008,60.93543851,43.39549262,25.80007724,293,NA
2009,58.20325621,41.73020931,24.98456463,284,NA
2010,56.11776739,40.33727737,24.20537014,274,NA
2011,53.649406,38.84470876,23.45985462,266,NA
2012,51.67731096,37.55642936,22.77478969,258,NA
2013,49.8110285,36.34929239,22.11672843,252,NA
2014,48.11389514,35.24593027,21.48703755,247,NA
2015,46.52706987,34.18082542,20.92053205,241,NA
2016,45.03196399,33.21680457,20.41639192,235,NA
2017,43.5743925,32.23513926,19.89868006,231,NA
2018,42.25005057,31.34634663,19.41617131,NA,NA
2019,41.03338532,30.51231811,18.88550345,NA,NA
2000,106.9,70,39.6,614,"LSO"
2001,108.8,70.5,39.9,633,"LSO"
2002,110.7,71.2,40.1,653,"LSO"
2003,112.7,72.2,40.2,671,"LSO"
2004,114.5,73,40.3,680,"LSO"
2005,116.1,74,40.5,679,"LSO"
2006,116.5,74.5,40.8,668,"LSO"
2007,114.3,73.8,41.1,652,"LSO"
2008,113,77.1,41.4,623,"LSO"
2009,104.2,73.6,41.7,607,"LSO"
2010,96.4,70.9,42,594,"LSO"
2011,93.9,69,42.4,585,"LSO"
2012,92.7,70.2,42.8,586,"LSO"
2013,92.6,71,43.5,583,"LSO"
2014,94.2,71.9,44.1,579,"LSO"
2015,94.6,72.6,44.7,574,"LSO"
2016,91.5,72.9,45.1,559,"LSO"
2017,91,73.1,45.2,544,"LSO"
2018,90.6,72.1,45.1,NA,"LSO"
2019,90.9,71.4,44.8,NA,"LSO"
2000,33.53700668,27.61762013,18.81336847,62,NA
2001,31.29122157,25.81505881,17.63851434,59,NA
2002,29.09232751,23.99173126,16.46524469,57,NA
2003,26.89272744,22.21416832,15.30255439,54,NA
2004,25.03750656,20.65192199,14.11662725,52,NA
2005,23.01650793,18.99849138,13.06187155,50,NA
2006,21.33466962,17.62705798,12.03385813,48,NA
2007,19.87007182,16.40481263,11.12287003,46,NA
2008,18.57036552,15.26947255,10.28222712,45,NA
2009,17.47741463,14.33212169,9.508717856,43,NA
2010,16.36936726,13.38867481,8.88381248,41,NA
2011,15.40299855,12.56983042,8.277255222,39,NA
2012,14.49599339,11.8225541,7.793667381,38,NA
2013,13.68600268,11.15988427,7.316583817,37,NA
2014,12.94451908,10.50869273,6.841185392,36,NA
2015,12.20938904,9.917998001,6.434364476,36,NA
2016,11.66048734,9.460431298,6.155484291,35,NA
2017,10.99233667,8.87335943,5.774939858,34,NA
2018,10.44995711,8.412676403,5.46362185,NA,NA
2019,9.96841842,8.007919717,5.12971021,NA,NA
2000,10.7,8.6,4.5,17,"LTU"
2001,10.3,8.2,4.4,16,"LTU"
2002,9.9,7.9,4.4,14,"LTU"
2003,9.5,7.6,4.5,14,"LTU"
2004,9.3,7.4,4.5,13,"LTU"
2005,9,7.3,4.4,14,"LTU"
2006,8.6,6.9,4.1,14,"LTU"
2007,8,6.5,3.8,14,"LTU"
2008,7.3,5.9,3.4,13,"LTU"
2009,6.7,5.4,3.2,11,"LTU"
2010,6,4.9,2.9,10,"LTU"
2011,5.5,4.5,2.8,10,"LTU"
2012,5.2,4.2,2.6,10,"LTU"
2013,5,4.1,2.5,10,"LTU"
2014,4.9,4,2.4,9,"LTU"
2015,4.9,4,2.4,9,"LTU"
2016,4.8,3.9,2.4,8,"LTU"
2017,4.4,3.6,2.3,8,"LTU"
2018,4,3.3,2.2,NA,"LTU"
2019,3.6,2.9,2,NA,"LTU"
2000,4.5,3.7,2.3,10,"LUX"
2001,4.2,3.5,2.2,10,"LUX"
2002,4,3.3,2,9,"LUX"
2003,3.8,3.1,1.9,8,"LUX"
2004,3.5,2.9,1.8,8,"LUX"
2005,3.4,2.8,1.7,9,"LUX"
2006,3.2,2.6,1.7,9,"LUX"
2007,3.1,2.5,1.6,8,"LUX"
2008,3,2.4,1.6,6,"LUX"
2009,2.9,2.4,1.6,7,"LUX"
2010,2.8,2.3,1.5,8,"LUX"
2011,2.8,2.3,1.5,8,"LUX"
2012,2.8,2.3,1.5,7,"LUX"
2013,2.8,2.3,1.6,6,"LUX"
2014,2.8,2.3,1.6,6,"LUX"
2015,2.8,2.3,1.6,5,"LUX"
2016,2.8,2.3,1.6,5,"LUX"
2017,2.8,2.3,1.7,5,"LUX"
2018,2.8,2.3,1.7,NA,"LUX"
2019,2.8,2.3,1.7,NA,"LUX"
2000,14.2,11.5,7.1,34,"LVA"
2001,13.3,10.8,6.6,35,"LVA"
2002,12.6,10.2,6.2,33,"LVA"
2003,11.9,9.7,5.9,34,"LVA"
2004,11.2,9.2,5.6,32,"LVA"
2005,10.5,8.6,5.4,30,"LVA"
2006,9.8,8.1,5.2,32,"LVA"
2007,9.3,7.7,5,32,"LVA"
2008,8.8,7.3,4.8,29,"LVA"
2009,8.3,6.9,4.5,28,"LVA"
2010,7.8,6.5,4.2,26,"LVA"
2011,7.2,6.1,3.9,26,"LVA"
2012,6.6,5.6,3.5,23,"LVA"
2013,6,5.1,3.2,27,"LVA"
2014,5.5,4.6,2.9,24,"LVA"
2015,5,4.3,2.7,23,"LVA"
2016,4.7,4,2.6,26,"LVA"
2017,4.4,3.8,2.4,19,"LVA"
2018,4.2,3.6,2.4,NA,"LVA"
2019,4.1,3.5,2.3,NA,"LVA"
2000,NA,NA,NA,NA,"MAC"
2001,NA,NA,NA,NA,"MAC"
2002,NA,NA,NA,NA,"MAC"
2003,NA,NA,NA,NA,"MAC"
2004,NA,NA,NA,NA,"MAC"
2005,NA,NA,NA,NA,"MAC"
2006,NA,NA,NA,NA,"MAC"
2007,NA,NA,NA,NA,"MAC"
2008,NA,NA,NA,NA,"MAC"
2009,NA,NA,NA,NA,"MAC"
2010,NA,NA,NA,NA,"MAC"
2011,NA,NA,NA,NA,"MAC"
2012,NA,NA,NA,NA,"MAC"
2013,NA,NA,NA,NA,"MAC"
2014,NA,NA,NA,NA,"MAC"
2015,NA,NA,NA,NA,"MAC"
2016,NA,NA,NA,NA,"MAC"
2017,NA,NA,NA,NA,"MAC"
2018,NA,NA,NA,NA,"MAC"
2019,NA,NA,NA,NA,"MAC"
2000,NA,NA,NA,NA,"MAF"
2001,NA,NA,NA,NA,"MAF"
2002,NA,NA,NA,NA,"MAF"
2003,NA,NA,NA,NA,"MAF"
2004,NA,NA,NA,NA,"MAF"
2005,NA,NA,NA,NA,"MAF"
2006,NA,NA,NA,NA,"MAF"
2007,NA,NA,NA,NA,"MAF"
2008,NA,NA,NA,NA,"MAF"
2009,NA,NA,NA,NA,"MAF"
2010,NA,NA,NA,NA,"MAF"
2011,NA,NA,NA,NA,"MAF"
2012,NA,NA,NA,NA,"MAF"
2013,NA,NA,NA,NA,"MAF"
2014,NA,NA,NA,NA,"MAF"
2015,NA,NA,NA,NA,"MAF"
2016,NA,NA,NA,NA,"MAF"
2017,NA,NA,NA,NA,"MAF"
2018,NA,NA,NA,NA,"MAF"
2019,NA,NA,NA,NA,"MAF"
2000,52.3,43.9,28.4,188,"MAR"
2001,50.1,42.3,27.7,174,"MAR"
2002,48,40.6,27,162,"MAR"
2003,45.9,39,26.2,152,"MAR"
2004,43.7,37.2,25.5,142,"MAR"
2005,41.5,35.5,24.6,131,"MAR"
2006,39.3,33.6,23.7,121,"MAR"
2007,37.1,31.8,22.8,113,"MAR"
2008,35,30.1,21.7,106,"MAR"
2009,33,28.4,20.5,99,"MAR"
2010,31.2,26.8,19.3,92,"MAR"
2011,29.5,25.3,18.2,86,"MAR"
2012,27.8,23.9,17.2,81,"MAR"
2013,26.3,22.6,16.2,78,"MAR"
2014,24.9,21.3,15.3,76,"MAR"
2015,23.5,20.2,14.5,74,"MAR"
2016,22.3,19.1,13.8,72,"MAR"
2017,21.2,18.2,13.1,70,"MAR"
2018,20.3,17.4,12.5,NA,"MAR"
2019,19.5,16.7,12,NA,"MAR"
2000,5.2,4.2,2.8,NA,"MCO"
2001,5,4.1,2.7,NA,"MCO"
2002,4.8,4,2.6,NA,"MCO"
2003,4.7,3.8,2.5,NA,"MCO"
2004,4.6,3.7,2.5,NA,"MCO"
2005,4.5,3.6,2.4,NA,"MCO"
2006,4.4,3.6,2.4,NA,"MCO"
2007,4.3,3.5,2.3,NA,"MCO"
2008,4.2,3.4,2.2,NA,"MCO"
2009,4.1,3.3,2.2,NA,"MCO"
2010,4,3.3,2.2,NA,"MCO"
2011,3.9,3.2,2.1,NA,"MCO"
2012,3.8,3.1,2.1,NA,"MCO"
2013,3.7,3,2,NA,"MCO"
2014,3.6,3,1.9,NA,"MCO"
2015,3.5,2.9,1.9,NA,"MCO"
2016,3.4,2.8,1.8,NA,"MCO"
2017,3.3,2.7,1.8,NA,"MCO"
2018,3.2,2.6,1.7,NA,"MCO"
2019,3.1,2.5,1.7,NA,"MCO"
2000,31.5,26.2,20.4,44,"MDA"
2001,28.6,23.9,18.7,39,"MDA"
2002,25.8,21.7,17.1,38,"MDA"
2003,23.3,19.8,15.6,36,"MDA"
2004,21.5,18.3,14.5,32,"MDA"
2005,20.1,17.1,13.8,34,"MDA"
2006,19,16.3,13.3,31,"MDA"
2007,18.3,15.7,13,31,"MDA"
2008,17.8,15.3,12.8,29,"MDA"
2009,17.4,15,12.7,28,"MDA"
2010,17.1,14.7,12.6,29,"MDA"
2011,16.8,14.5,12.4,21,"MDA"
2012,16.5,14.2,12.2,22,"MDA"
2013,16.3,14,12,21,"MDA"
2014,16,13.7,11.7,23,"MDA"
2015,15.8,13.6,11.5,22,"MDA"
2016,15.5,13.3,11.3,20,"MDA"
2017,15.3,13.1,11.2,19,"MDA"
2018,15,12.9,11,NA,"MDA"
2019,14.8,12.7,10.8,NA,"MDA"
2000,105.4,67.5,30.7,559,"MDG"
2001,100.8,64.9,29.9,552,"MDG"
2002,96.5,62.5,29.2,547,"MDG"
2003,92.4,60.2,28.5,543,"MDG"
2004,88.5,58,27.9,539,"MDG"
2005,84.8,55.9,27.3,526,"MDG"
2006,81.3,53.9,26.7,513,"MDG"
2007,77.9,52,26,503,"MDG"
2008,74.8,50.3,25.5,491,"MDG"
2009,72,48.6,24.9,474,"MDG"
2010,69.3,47.1,24.4,453,"MDG"
2011,67,45.8,24,432,"MDG"
2012,64.8,44.6,23.6,413,"MDG"
2013,62.7,43.4,23.1,394,"MDG"
2014,60.8,42.3,22.7,378,"MDG"
2015,59,41.3,22.3,363,"MDG"
2016,57.2,40.3,21.9,348,"MDG"
2017,55.5,39.3,21.5,335,"MDG"
2018,53.7,38.2,21.1,NA,"MDG"
2019,51.9,37.2,20.7,NA,"MDG"
2000,39,31.7,22.4,125,"MDV"
2001,34.6,28.5,20,111,"MDV"
2002,30.7,25.5,17.5,105,"MDV"
2003,27.1,22.8,15.3,97,"MDV"
2004,26.9,21.4,13.6,89,"MDV"
2005,21.5,18.3,12.1,75,"MDV"
2006,19.3,16.5,10.9,71,"MDV"
2007,17.6,15.1,9.9,71,"MDV"
2008,16.1,13.8,9,72,"MDV"
2009,14.9,12.8,8.3,71,"MDV"
2010,13.9,11.9,7.7,67,"MDV"
2011,12.9,11.1,7,62,"MDV"
2012,12.1,10.4,6.5,60,"MDV"
2013,11.3,9.7,6.2,58,"MDV"
2014,10.5,9.1,5.9,56,"MDV"
2015,9.8,8.4,5.7,54,"MDV"
2016,9,7.7,5.5,54,"MDV"
2017,8.3,7.1,5.2,53,"MDV"
2018,7.6,6.5,4.9,NA,"MDV"
2019,7,6,4.5,NA,"MDV"
2000,42.9,34.4,21.2,96,NA
2001,40.9,32.9,20.6,92,NA
2002,39.1,31.6,20,88,NA
2003,37.3,30.3,19.5,91,NA
2004,35.5,29,18.9,85,NA
2005,33.9,27.8,18.3,82,NA
